timestamp,open,high,low,close,volume
2024-08-11T00:00:00Z,60923.51,61858.0,58286.73,58712.59,19189.84512
2024-08-12T00:00:00Z,58712.59,60711.09,57642.21,59346.64,37009.91743
2024-08-13T00:00:00Z,59346.64,61578.1,58392.88,60587.15,27858.95851
2024-08-14T00:00:00Z,60587.16,61800.0,58433.18,58683.39,28422.76326
2024-08-15T00:00:00Z,58683.39,59849.38,56078.54,57541.06,37686.17622
2024-08-16T00:00:00Z,57541.05,59817.76,57098.62,58874.6,27610.84344
2024-08-17T00:00:00Z,58874.59,59700.0,58785.05,59491.99,7721.72931
2024-08-18T00:00:00Z,59491.99,60284.99,58408.92,58427.35,13634.85717
2024-08-19T00:00:00Z,58427.35,59617.63,57787.3,59438.5,22809.31251
2024-08-20T00:00:00Z,59438.5,61400.0,58548.23,59013.8,31477.44548
2024-08-21T00:00:00Z,59013.8,61820.93,58783.47,61156.03,27983.6422
2024-08-22T00:00:00Z,61156.03,61400.0,59724.87,60375.84,21241.20588
2024-08-23T00:00:00Z,60375.83,64955.0,60342.14,64037.24,38118.07089
2024-08-24T00:00:00Z,64037.24,64494.5,63531.0,64157.01,15857.15616
2024-08-25T00:00:00Z,64157.02,65000.0,63773.27,64220.0,12305.47977
2024-08-26T00:00:00Z,64219.99,64481.0,62800.0,62834.0,19470.05276
2024-08-27T00:00:00Z,62834.0,63212.0,58034.01,59415.0,35135.94178
2024-08-28T00:00:00Z,59415.0,60234.98,57860.0,59034.9,36868.54275
2024-08-29T00:00:00Z,59034.9,61166.99,58713.09,59359.01,27020.90743
2024-08-30T00:00:00Z,59359.0,59944.07,57701.1,59123.99,28519.32195
2024-08-31T00:00:00Z,59123.99,59462.38,58744.0,58973.99,8798.409
2024-09-01T00:00:00Z,58974.0,59076.59,57201.0,57301.86,20705.15741
2024-09-02T00:00:00Z,57301.77,59425.69,57128.0,59132.13,22895.01461
2024-09-03T00:00:00Z,59132.12,59809.65,57415.0,57487.73,22828.18447
2024-09-04T00:00:00Z,57487.74,58519.0,55606.0,57970.9,35560.82146
2024-09-05T00:00:00Z,57970.9,58327.07,55643.65,56180.0,27806.91413
2024-09-06T00:00:00Z,56180.0,57008.0,52550.0,53962.97,54447.76826
2024-09-07T00:00:00Z,53962.97,54850.0,53745.54,54160.86,16694.04774
2024-09-08T00:00:00Z,54160.86,55318.0,53629.01,54869.95,16274.14779
2024-09-09T00:00:00Z,54869.95,58088.0,54591.96,57042.0,32384.51737
2024-09-10T00:00:00Z,57042.01,58044.36,56386.4,57635.99,23626.78126
2024-09-11T00:00:00Z,57635.99,57981.71,55545.19,57338.0,33026.56757
2024-09-12T00:00:00Z,57338.0,58588.0,57324.0,58132.32,31074.40631
2024-09-13T00:00:00Z,58132.31,60625.0,57632.62,60498.0,29825.23333
2024-09-14T00:00:00Z,60497.99,60610.45,59400.0,59993.03,12137.90901
2024-09-15T00:00:00Z,59993.02,60395.8,58691.05,59132.0,13757.92361
2024-09-16T00:00:00Z,59132.0,59210.7,57493.3,58213.99,26477.5642
2024-09-17T00:00:00Z,58213.99,61320.0,57610.01,60313.99,33116.25878
2024-09-18T00:00:00Z,60313.99,61786.24,59174.8,61759.99,36087.02469
2024-09-19T00:00:00Z,61759.98,63850.0,61555.0,62947.99,34332.52608
2024-09-20T00:00:00Z,62948.0,64133.32,62350.0,63201.05,25466.37794
2024-09-21T00:00:00Z,63201.05,63559.9,62758.0,63348.96,8375.34608
2024-09-22T00:00:00Z,63348.97,64000.0,62357.93,63578.76,14242.19892
2024-09-23T00:00:00Z,63578.76,64745.88,62538.75,63339.99,24078.05287
2024-09-24T00:00:00Z,63339.99,64688.0,62700.0,64262.7,23185.04759
2024-09-25T00:00:00Z,64262.7,64817.99,62947.08,63152.01,17813.11168
2024-09-26T00:00:00Z,63152.01,65839.0,62670.0,65173.99,28373.30593
2024-09-27T00:00:00Z,65173.99,66498.0,64819.9,65769.95,22048.80487
2024-09-28T00:00:00Z,65769.95,66260.0,65422.23,65858.0,9127.23316
2024-09-29T00:00:00Z,65858.0,66076.12,65432.0,65602.01,8337.74111
2024-09-30T00:00:00Z,65602.01,65618.8,62856.3,63327.59,30011.08752
2024-10-01T00:00:00Z,63327.6,64130.63,60164.0,60805.78,43671.48108
2024-10-02T00:00:00Z,60804.92,62390.31,60000.0,60649.28,31534.70118
2024-10-03T00:00:00Z,60649.27,61477.19,59828.11,60752.71,26221.43472
2024-10-04T00:00:00Z,60752.72,62484.85,60459.9,62086.0,21294.65994
2024-10-05T00:00:00Z,62086.0,62370.56,61689.26,62058.0,7807.46141
2024-10-06T00:00:00Z,62058.01,62975.0,61798.97,62819.91,8906.86177
2024-10-07T00:00:00Z,62819.91,64478.19,62128.0,62224.0,25966.1852
2024-10-08T00:00:00Z,62224.01,63200.0,61860.31,62160.49,19702.22371
2024-10-09T00:00:00Z,62160.5,62543.75,60301.0,60636.02,20011.15684
2024-10-10T00:00:00Z,60636.01,61321.68,58946.0,60326.39,23967.92481
2024-10-11T00:00:00Z,60326.4,63417.56,60087.64,62540.0,23641.35209
2024-10-12T00:00:00Z,62539.99,63480.0,62487.23,63206.22,10911.30116
2024-10-13T00:00:00Z,63206.23,63285.72,62050.0,62870.02,11909.21995
2024-10-14T00:00:00Z,62870.02,66500.0,62457.81,66083.99,37669.95222
2024-10-15T00:00:00Z,66084.0,67950.0,64800.01,67074.14,43683.95423
2024-10-16T00:00:00Z,67074.14,68424.0,66750.49,67620.01,29938.25544
2024-10-17T00:00:00Z,67620.0,67939.4,66666.0,67421.78,25328.22861
2024-10-18T00:00:00Z,67421.78,69000.0,67192.36,68428.0,28725.635
2024-10-19T00:00:00Z,68427.99,68693.26,68010.0,68378.0,8193.66737
2024-10-20T00:00:00Z,68377.99,69400.0,68100.0,69031.99,12442.47378
2024-10-21T00:00:00Z,69032.0,69519.52,66840.67,67377.5,31374.42184
2024-10-22T00:00:00Z,67377.5,67836.01,66571.42,67426.0,24598.96268
2024-10-23T00:00:00Z,67426.01,67472.83,65260.0,66668.65,25530.2407
2024-10-24T00:00:00Z,66668.65,68850.0,66510.0,68198.28,22589.83877
2024-10-25T00:00:00Z,68198.27,68771.49,65596.29,66698.33,34479.71125
2024-10-26T00:00:00Z,66698.32,67454.55,66439.9,67092.76,11842.9077
2024-10-27T00:00:00Z,67092.76,68332.05,66913.73,68021.7,8653.19592
2024-10-28T00:00:00Z,68021.69,70270.0,67618.0,69962.21,29046.75459
2024-10-29T00:00:00Z,69962.21,73620.12,69760.0,72736.42,50128.60594
2024-10-30T00:00:00Z,72736.41,72961.0,71436.0,72344.74,26885.99056
2024-10-31T00:00:00Z,72344.75,72700.0,69685.76,70292.01,29352.10297
2024-11-01T00:00:00Z,70292.01,71632.95,68820.14,69496.01,38301.86755
2024-11-02T00:00:00Z,69496.0,69914.37,69000.14,69374.74,10521.67243
2024-11-03T00:00:00Z,69374.74,69391.0,67478.73,68775.99,24995.70243
2024-11-04T00:00:00Z,68775.99,69500.0,66835.0,67850.01,29800.39187
2024-11-05T00:00:00Z,67850.01,70577.91,67476.63,69372.01,33355.06888
2024-11-06T00:00:00Z,69372.01,76400.0,69298.0,75571.99,104126.994787
2024-11-07T00:00:00Z,75571.99,76849.99,74416.0,75857.89,44869.422345
2024-11-08T00:00:00Z,75857.89,77199.99,75555.0,76509.78,36521.099583
2024-11-09T00:00:00Z,76509.78,76900.0,75714.66,76677.46,16942.07915
2024-11-10T00:00:00Z,76677.46,81500.0,76492.0,80370.01,61830.100435
2024-11-11T00:00:00Z,80370.01,89530.54,80216.01,88647.99,82323.665776
2024-11-12T00:00:00Z,88648.0,89940.0,85072.0,87952.01,97299.887911
2024-11-13T00:00:00Z,87952.0,93265.64,86127.99,90375.2,86763.854127
2024-11-14T00:00:00Z,90375.21,91790.0,86668.21,87325.59,56729.51086
2024-11-15T00:00:00Z,87325.59,91850.0,87073.38,91032.07,47927.95068
2024-11-16T00:00:00Z,91032.08,91779.66,90056.17,90586.92,22717.87689
2024-11-17T00:00:00Z,90587.98,91449.99,88722.0,89855.99,23867.55609
2024-11-18T00:00:00Z,89855.98,92594.0,89376.9,90464.08,46545.03448
2024-11-19T00:00:00Z,90464.07,93905.51,90357.0,92310.79,43660.04682
2024-11-20T00:00:00Z,92310.8,94831.97,91500.0,94286.56,42203.198712
2024-11-21T00:00:00Z,94286.56,98988.0,94040.0,98317.12,69228.360477
2024-11-22T00:00:00Z,98317.12,99588.01,97122.11,98892.0,46189.309243
2024-11-23T00:00:00Z,98892.0,98908.85,97136.0,97672.4,24757.84367
2024-11-24T00:00:00Z,97672.4,98564.0,95734.77,97900.04,31200.97838
2024-11-25T00:00:00Z,97900.05,98871.8,92600.19,93010.01,50847.45096
2024-11-26T00:00:00Z,93010.01,94973.37,90791.1,91965.16,57858.73138
2024-11-27T00:00:00Z,91965.16,97208.21,91792.14,95863.11,41153.42734
2024-11-28T00:00:00Z,95863.11,96564.0,94640.0,95643.98,28814.54357
2024-11-29T00:00:00Z,95643.99,98619.99,95364.99,97460.0,27701.78231
2024-11-30T00:00:00Z,97460.0,97463.95,96092.01,96407.99,14503.83306
2024-12-01T00:00:00Z,96407.99,97836.0,95693.88,97185.18,16938.60452
2024-12-02T00:00:00Z,97185.17,98130.0,94395.0,95840.62,37958.66981
2024-12-03T00:00:00Z,95840.61,96305.52,93578.17,95849.69,35827.32283
2024-12-04T00:00:00Z,95849.69,99000.0,94587.83,98587.32,43850.53728
2024-12-05T00:00:00Z,98587.32,104088.0,90500.0,96945.63,109921.729662
2024-12-06T00:00:00Z,96945.63,101898.99,95981.72,99740.84,45049.5331
2024-12-07T00:00:00Z,99740.84,100439.18,98844.0,99831.99,14931.9459
2024-12-08T00:00:00Z,99831.99,101351.0,98657.7,101109.59,14612.99688
2024-12-09T00:00:00Z,101109.6,101215.93,94150.05,97276.47,53949.11595
2024-12-10T00:00:00Z,97276.48,98270.0,94256.54,96593.0,51708.68933
2024-12-11T00:00:00Z,96593.0,101888.0,95658.24,101125.0,37753.78291
2024-12-12T00:00:00Z,101125.0,102540.0,99311.64,100004.29,29232.08745
2024-12-13T00:00:00Z,100004.29,101895.26,99205.0,101424.25,21904.03923
2024-12-14T00:00:00Z,101424.24,102650.0,100609.41,101420.0,14191.70326
2024-12-15T00:00:00Z,101420.0,105250.0,101237.14,104463.99,22228.921775
2024-12-16T00:00:00Z,104463.99,107793.07,103333.0,106058.66,41302.40274
2024-12-17T00:00:00Z,106058.65,108353.0,105321.49,106133.74,29064.936466
2024-12-18T00:00:00Z,106133.74,106524.98,100000.0,100204.01,50307.99755
2024-12-19T00:00:00Z,100204.01,102800.11,95700.0,97461.86,55147.398
2024-12-20T00:00:00Z,97461.86,98233.0,92232.54,97805.44,62884.1357
2024-12-21T00:00:00Z,97805.44,99540.61,96398.39,97291.99,23483.54143
2024-12-22T00:00:00Z,97292.0,97448.08,94250.35,95186.27,19353.83036
2024-12-23T00:00:00Z,95186.28,96538.92,92520.0,94881.47,32810.76703
2024-12-24T00:00:00Z,94881.47,99487.99,93569.02,98663.58,23674.22488
2024-12-25T00:00:00Z,98663.58,99569.15,97632.02,99429.6,14474.1651
2024-12-26T00:00:00Z,99429.61,99963.7,95199.14,95791.6,21192.36727
2024-12-27T00:00:00Z,95791.6,97544.58,93500.01,94299.03,26501.26429
2024-12-28T00:00:00Z,94299.03,95733.99,94135.66,95300.0,8385.8929
2024-12-29T00:00:00Z,95300.0,95340.0,93009.52,93738.2,13576.00578
2024-12-30T00:00:00Z,93738.19,95024.5,91530.45,92792.05,27619.4225
2024-12-31T00:00:00Z,92792.05,96250.0,92033.73,93576.0,19612.03389
2025-01-01T00:00:00Z,93576.0,95151.15,92888.0,94591.79,10373.32613
2025-01-02T00:00:00Z,94591.78,97839.5,94392.0,96984.79,21970.48948
2025-01-03T00:00:00Z,96984.79,98976.91,96100.01,98174.18,15253.82936
2025-01-04T00:00:00Z,98174.17,98778.43,97514.79,98220.5,8990.05651
2025-01-05T00:00:00Z,98220.51,98836.85,97276.79,98363.61,8095.63723
2025-01-06T00:00:00Z,98363.61,102480.0,97920.0,102235.6,25263.43375
2025-01-07T00:00:00Z,102235.6,102724.38,96181.81,96954.61,32059.87537
2025-01-08T00:00:00Z,96954.6,97268.65,92500.9,95060.61,33704.67894
2025-01-09T00:00:00Z,95060.61,95382.32,91203.67,92552.49,34544.83685
2025-01-10T00:00:00Z,92552.49,95836.0,92206.02,94726.11,31482.86424
2025-01-11T00:00:00Z,94726.1,95050.94,93831.73,94599.99,7047.9043
2025-01-12T00:00:00Z,94599.99,95450.1,93711.19,94545.06,8606.86622
2025-01-13T00:00:00Z,94545.07,95940.0,89256.69,94536.1,42619.56423
2025-01-14T00:00:00Z,94536.11,97371.0,94346.22,96560.86,27846.61753
2025-01-15T00:00:00Z,96560.85,100681.94,96500.0,100497.35,30509.99179
2025-01-16T00:00:00Z,100497.35,100866.66,97335.13,99987.3,27832.85317
2025-01-17T00:00:00Z,99987.3,105865.22,99950.77,104077.48,39171.85292
2025-01-18T00:00:00Z,104077.47,104988.88,102277.55,104556.23,24307.82998
2025-01-19T00:00:00Z,104556.23,106422.43,99651.6,101331.57,43397.28298
2025-01-20T00:00:00Z,101331.57,109588.0,99550.0,102260.01,89529.231732
2025-01-21T00:00:00Z,102260.0,107240.81,100119.04,106143.82,45941.02002
2025-01-22T00:00:00Z,106143.82,106394.46,103339.12,103706.66,22248.69254
2025-01-23T00:00:00Z,103706.66,106850.0,101262.28,103910.34,53953.12031
2025-01-24T00:00:00Z,103910.35,107120.0,102750.0,104870.5,23609.24017
2025-01-25T00:00:00Z,104870.51,105286.52,104106.09,104746.85,9068.32377
2025-01-26T00:00:00Z,104746.86,105500.0,102520.44,102620.0,9812.51238
2025-01-27T00:00:00Z,102620.01,103260.0,97777.77,102082.83,50758.1341
2025-01-28T00:00:00Z,102082.83,103800.0,100272.68,101335.52,22022.05765
2025-01-29T00:00:00Z,101335.52,104782.68,101328.01,103733.24,23155.35802
2025-01-30T00:00:00Z,103733.25,106457.44,103278.54,104722.94,19374.07472
2025-01-31T00:00:00Z,104722.94,106012.0,101560.0,102429.56,21983.18193
2025-02-01T00:00:00Z,102429.56,102783.71,100279.51,100635.65,12290.95747
2025-02-02T00:00:00Z,100635.66,101456.6,96150.0,97700.59,34619.49939
2025-02-03T00:00:00Z,97700.59,102500.01,91231.0,101328.52,75164.7385
2025-02-04T00:00:00Z,101328.51,101732.31,96150.0,97763.13,40267.98697
2025-02-05T00:00:00Z,97763.14,99149.0,96155.0,96612.43,26233.30444
2025-02-06T00:00:00Z,96612.44,99120.0,95676.64,96554.35,23515.20405
2025-02-07T00:00:00Z,96554.35,100137.99,95620.34,96506.8,31794.22065
2025-02-08T00:00:00Z,96506.8,96880.0,95688.0,96444.74,10147.24294
2025-02-09T00:00:00Z,96444.75,97323.09,94713.0,96462.75,14120.91613
2025-02-10T00:00:00Z,96462.75,98345.0,95256.0,97430.82,20572.87537
