symbol,buy_thr,sell_thr,min_edge,fee,slippage,Sharpe,Calmar,MaxDD,CAGR,total_return,profit_factor,win_rate,n_trades
BTC,0.65,0.45,0.01,0.001,0.0002,0.4478478146478741,0.23339136976069003,-0.665723900246699,0.15537421296100606,1.0151030151583296,1.1394826098922113,0.261139896373057,1930.0
BTC,0.65,0.45,0.02,0.001,0.0002,0.4478478146478741,0.23339136976069003,-0.665723900246699,0.15537421296100606,1.0151030151583296,1.1394826098922113,0.261139896373057,1930.0
BTC,0.65,0.45,0.03,0.001,0.0002,0.4478478146478741,0.23339136976069003,-0.665723900246699,0.15537421296100606,1.0151030151583296,1.1394826098922113,0.261139896373057,1930.0
BTC,0.55,0.35,0.01,0.0005,0.0005,0.49166129930096275,0.23167607404399984,-0.7975678878344306,0.1847773970370461,1.2763899021783067,1.092724967707034,0.24732905982905984,1872.0
BTC,0.55,0.35,0.02,0.0005,0.0005,0.49166129930096275,0.23167607404399984,-0.7975678878344306,0.1847773970370461,1.2763899021783067,1.092724967707034,0.24732905982905984,1872.0
BTC,0.55,0.35,0.03,0.0005,0.0005,0.49166129930096275,0.23167607404399984,-0.7975678878344306,0.1847773970370461,1.2763899021783067,1.092724967707034,0.24732905982905984,1872.0
BTC,0.55,0.4,0.01,0.0005,0.001,0.4621904768136629,0.21755442001178218,-0.7647977751270844,0.16638513639407426,1.1099975504211805,1.084099144959822,0.25046816479400746,2136.0
BTC,0.55,0.4,0.02,0.0005,0.001,0.4621904768136629,0.21755442001178218,-0.7647977751270844,0.16638513639407426,1.1099975504211805,1.084099144959822,0.25046816479400746,2136.0
BTC,0.55,0.4,0.03,0.0005,0.001,0.4621904768136629,0.21755442001178218,-0.7647977751270844,0.16638513639407426,1.1099975504211805,1.084099144959822,0.25046816479400746,2136.0
BTC,0.55,0.35,0.01,0.0005,0.001,0.3746738743858605,0.13296481112672276,-0.8046935325488095,0.10699592357024779,0.6374693133502496,1.0689427852650208,0.24252136752136752,1872.0
BTC,0.55,0.35,0.02,0.0005,0.001,0.3746738743858605,0.13296481112672276,-0.8046935325488095,0.10699592357024779,0.6374693133502496,1.0689427852650208,0.24252136752136752,1872.0
BTC,0.55,0.35,0.03,0.0005,0.001,0.3746738743858605,0.13296481112672276,-0.8046935325488095,0.10699592357024779,0.6374693133502496,1.0689427852650208,0.24252136752136752,1872.0
BTC,0.55,0.35,0.01,0.001,0.0002,0.22906053585292288,0.02016572111847859,-0.8563435683149025,0.01726878558024114,0.08661120088686669,1.0825332574373097,0.24465811965811965,1872.0
BTC,0.55,0.35,0.02,0.001,0.0002,0.22906053585292288,0.02016572111847859,-0.8563435683149025,0.01726878558024114,0.08661120088686669,1.0825332574373097,0.24465811965811965,1872.0
BTC,0.55,0.35,0.03,0.001,0.0002,0.22906053585292288,0.02016572111847859,-0.8563435683149025,0.01726878558024114,0.08661120088686669,1.0825332574373097,0.24465811965811965,1872.0
BTC,0.55,0.4,0.01,0.001,0.0002,0.2078838726476039,-0.0015945113279636075,-0.8508128920163116,-0.0013566307942974865,-0.006564483263298504,1.0781249909804032,0.24812734082397003,2136.0
BTC,0.55,0.4,0.02,0.001,0.0002,0.2078838726476039,-0.0015945113279636075,-0.8508128920163116,-0.0013566307942974865,-0.006564483263298504,1.0781249909804032,0.24812734082397003,2136.0
BTC,0.55,0.4,0.03,0.001,0.0002,0.2078838726476039,-0.0015945113279636075,-0.8508128920163116,-0.0013566307942974865,-0.006564483263298504,1.0781249909804032,0.24812734082397003,2136.0
BTC,0.55,0.35,0.01,0.001,0.0005,0.15899543996057133,-0.027094185755919365,-0.8593769663605375,-0.023284119160930872,-0.10800801628879053,1.070700924839532,0.23931623931623933,1872.0
BTC,0.55,0.35,0.02,0.001,0.0005,0.15899543996057133,-0.027094185755919365,-0.8593769663605375,-0.023284119160930872,-0.10800801628879053,1.070700924839532,0.23931623931623933,1872.0
BTC,0.55,0.35,0.03,0.001,0.0005,0.15899543996057133,-0.027094185755919365,-0.8593769663605375,-0.023284119160930872,-0.10800801628879053,1.070700924839532,0.23931623931623933,1872.0
BTC,0.55,0.4,0.01,0.001,0.0005,0.16803773537151706,-0.029894114926314563,-0.8488825705379819,-0.02537659312260776,-0.1172408386596342,1.0718216103855545,0.24391385767790263,2136.0
BTC,0.55,0.4,0.02,0.001,0.0005,0.16803773537151706,-0.029894114926314563,-0.8488825705379819,-0.02537659312260776,-0.1172408386596342,1.0718216103855545,0.24391385767790263,2136.0
BTC,0.55,0.4,0.03,0.001,0.0005,0.16803773537151706,-0.029894114926314563,-0.8488825705379819,-0.02537659312260776,-0.1172408386596342,1.0718216103855545,0.24391385767790263,2136.0
BTC,0.55,0.45,0.01,0.001,0.001,0.1617392897863773,-0.04907173694734279,-0.8327520111349738,-0.04086458763278611,-0.18324655425899739,1.0701597569480037,0.24666666666666667,2550.0
BTC,0.55,0.45,0.02,0.001,0.001,0.1617392897863773,-0.04907173694734279,-0.8327520111349738,-0.04086458763278611,-0.18324655425899739,1.0701597569480037,0.24666666666666667,2550.0
BTC,0.55,0.45,0.03,0.001,0.001,0.1617392897863773,-0.04907173694734279,-0.8327520111349738,-0.04086458763278611,-0.18324655425899739,1.0701597569480037,0.24666666666666667,2550.0
BTC,0.55,0.45,0.01,0.001,0.0005,0.15881974817186167,-0.05021005063113003,-0.8464021715423544,-0.04249789588744002,-0.1899721146336537,1.0697262772489649,0.24666666666666667,2550.0
BTC,0.55,0.45,0.02,0.001,0.0005,0.15881974817186167,-0.05021005063113003,-0.8464021715423544,-0.04249789588744002,-0.1899721146336537,1.0697262772489649,0.24666666666666667,2550.0
BTC,0.55,0.45,0.03,0.001,0.0005,0.15881974817186167,-0.05021005063113003,-0.8464021715423544,-0.04249789588744002,-0.1899721146336537,1.0697262772489649,0.24666666666666667,2550.0
BTC,0.55,0.45,0.01,0.001,0.0002,0.15699728797691156,-0.0510435973789009,-0.8541198107267212,-0.043597347732077796,-0.19447457191723982,1.069408019174856,0.24901960784313726,2550.0
BTC,0.55,0.45,0.02,0.001,0.0002,0.15699728797691156,-0.0510435973789009,-0.8541198107267212,-0.043597347732077796,-0.19447457191723982,1.069408019174856,0.24901960784313726,2550.0
BTC,0.55,0.45,0.03,0.001,0.0002,0.15699728797691156,-0.0510435973789009,-0.8541198107267212,-0.043597347732077796,-0.19447457191723982,1.069408019174856,0.24901960784313726,2550.0
BTC,0.65,0.35,0.01,0.002,0.0002,0.07164659441828936,-0.06473825930798506,-0.7877599782321149,-0.05099820974324332,-0.22426810178280432,1.1304429385951176,0.2515974440894569,1252.0
BTC,0.65,0.35,0.02,0.002,0.0002,0.07164659441828936,-0.06473825930798506,-0.7877599782321149,-0.05099820974324332,-0.22426810178280432,1.1304429385951176,0.2515974440894569,1252.0
BTC,0.65,0.35,0.03,0.002,0.0002,0.07164659441828936,-0.06473825930798506,-0.7877599782321149,-0.05099820974324332,-0.22426810178280432,1.1304429385951176,0.2515974440894569,1252.0
BTC,0.65,0.35,0.01,0.002,0.0005,0.06718822088599095,-0.06812162311299731,-0.7798333799033523,-0.053123515596711024,-0.23266012176619,1.129123171538793,0.2476038338658147,1252.0
BTC,0.65,0.35,0.02,0.002,0.0005,0.06718822088599095,-0.06812162311299731,-0.7798333799033523,-0.053123515596711024,-0.23266012176619,1.129123171538793,0.2476038338658147,1252.0
BTC,0.65,0.35,0.03,0.002,0.0005,0.06718822088599095,-0.06812162311299731,-0.7798333799033523,-0.053123515596711024,-0.23266012176619,1.129123171538793,0.2476038338658147,1252.0
BTC,0.65,0.35,0.01,0.002,0.001,0.05972270105993104,-0.07408894313572532,-0.7660095046804452,-0.05675283463369463,-0.24682416705940458,1.12668937310093,0.2452076677316294,1252.0
BTC,0.65,0.35,0.02,0.002,0.001,0.05972270105993104,-0.07408894313572532,-0.7660095046804452,-0.05675283463369463,-0.24682416705940458,1.12668937310093,0.2452076677316294,1252.0
BTC,0.65,0.35,0.03,0.002,0.001,0.05972270105993104,-0.07408894313572532,-0.7660095046804452,-0.05675283463369463,-0.24682416705940458,1.12668937310093,0.2452076677316294,1252.0
BTC,0.55,0.4,0.01,0.001,0.001,0.10163093643322733,-0.0757128946117311,-0.8492349758434019,-0.0642980382266275,-0.27560641579963496,1.0614383696665461,0.24204119850187267,2136.0
BTC,0.55,0.4,0.02,0.001,0.001,0.10163093643322733,-0.0757128946117311,-0.8492349758434019,-0.0642980382266275,-0.27560641579963496,1.0614383696665461,0.24204119850187267,2136.0
BTC,0.55,0.4,0.03,0.001,0.001,0.10163093643322733,-0.0757128946117311,-0.8492349758434019,-0.0642980382266275,-0.27560641579963496,1.0614383696665461,0.24204119850187267,2136.0
BTC,0.55,0.35,0.01,0.001,0.001,0.04232850199410912,-0.10040496350636868,-0.8710021700043218,-0.08745294109325186,-0.3585252442759511,1.0523756427463233,0.23557692307692307,1872.0
BTC,0.55,0.35,0.02,0.001,0.001,0.04232850199410912,-0.10040496350636868,-0.8710021700043218,-0.08745294109325186,-0.3585252442759511,1.0523756427463233,0.23557692307692307,1872.0
BTC,0.55,0.35,0.03,0.001,0.001,0.04232850199410912,-0.10040496350636868,-0.8710021700043218,-0.08745294109325186,-0.3585252442759511,1.0523756427463233,0.23557692307692307,1872.0
BTC,0.6,0.35,0.01,0.002,0.0002,0.02396361377126855,-0.10336940581193854,-0.8411376943928583,-0.08694790367541372,-0.35680105791407124,1.1230910438190316,0.24311926605504589,1526.0
BTC,0.6,0.35,0.02,0.002,0.0002,0.02396361377126855,-0.10336940581193854,-0.8411376943928583,-0.08694790367541372,-0.35680105791407124,1.1230910438190316,0.24311926605504589,1526.0
BTC,0.6,0.35,0.03,0.002,0.0002,0.02396361377126855,-0.10336940581193854,-0.8411376943928583,-0.08694790367541372,-0.35680105791407124,1.1230910438190316,0.24311926605504589,1526.0
BTC,0.65,0.4,0.01,0.002,0.001,0.02456354854979303,-0.10973561332434847,-0.7664480151193109,-0.0841066430203471,-0.34703235809478605,1.1220956665643318,0.25065963060686014,1516.0
BTC,0.65,0.4,0.02,0.002,0.001,0.02456354854979303,-0.10973561332434847,-0.7664480151193109,-0.0841066430203471,-0.34703235809478605,1.1220956665643318,0.25065963060686014,1516.0
BTC,0.65,0.4,0.03,0.002,0.001,0.02456354854979303,-0.10973561332434847,-0.7664480151193109,-0.0841066430203471,-0.34703235809478605,1.1220956665643318,0.25065963060686014,1516.0
BTC,0.6,0.35,0.01,0.002,0.0005,-0.01099325010853917,-0.12425139771704329,-0.8397127500288577,-0.10433548287190775,-0.41408499646504104,1.1160037196433452,0.23918741808650065,1526.0
BTC,0.6,0.35,0.02,0.002,0.0005,-0.01099325010853917,-0.12425139771704329,-0.8397127500288577,-0.10433548287190775,-0.41408499646504104,1.1160037196433452,0.23918741808650065,1526.0
BTC,0.6,0.35,0.03,0.002,0.0005,-0.01099325010853917,-0.12425139771704329,-0.8397127500288577,-0.10433548287190775,-0.41408499646504104,1.1160037196433452,0.23918741808650065,1526.0
BTC,0.65,0.4,0.01,0.002,0.0005,-0.01875272108787892,-0.1325952652579611,-0.7940863529853921,-0.10529209061182498,-0.4171147226374008,1.1130003357042746,0.2519788918205805,1516.0
BTC,0.65,0.4,0.02,0.002,0.0005,-0.01875272108787892,-0.1325952652579611,-0.7940863529853921,-0.10529209061182498,-0.4171147226374008,1.1130003357042746,0.2519788918205805,1516.0
BTC,0.65,0.4,0.03,0.002,0.0005,-0.01875272108787892,-0.1325952652579611,-0.7940863529853921,-0.10529209061182498,-0.4171147226374008,1.1130003357042746,0.2519788918205805,1516.0
BTC,0.65,0.4,0.01,0.002,0.0002,-0.04474335900871549,-0.14563488890402299,-0.809104215987561,-0.11783380260712506,-0.4556986978526164,1.1078956738624481,0.25395778364116095,1516.0
BTC,0.65,0.4,0.02,0.002,0.0002,-0.04474335900871549,-0.14563488890402299,-0.809104215987561,-0.11783380260712506,-0.4556986978526164,1.1078956738624481,0.25395778364116095,1516.0
BTC,0.65,0.4,0.03,0.002,0.0002,-0.04474335900871549,-0.14563488890402299,-0.809104215987561,-0.11783380260712506,-0.4556986978526164,1.1078956738624481,0.25395778364116095,1516.0
BTC,0.6,0.35,0.01,0.002,0.001,-0.06920657022466332,-0.15846607470750737,-0.8373504883674594,-0.1326916450460056,-0.49875432624033045,1.104144159282555,0.23656618610747052,1526.0
BTC,0.6,0.35,0.02,0.002,0.001,-0.06920657022466332,-0.15846607470750737,-0.8373504883674594,-0.1326916450460056,-0.49875432624033045,1.104144159282555,0.23656618610747052,1526.0
BTC,0.6,0.35,0.03,0.002,0.001,-0.06920657022466332,-0.15846607470750737,-0.8373504883674594,-0.1326916450460056,-0.49875432624033045,1.104144159282555,0.23656618610747052,1526.0
BTC,0.6,0.4,0.01,0.002,0.0002,-0.08144872128396656,-0.17396145528036763,-0.8694550063756327,-0.15125165820990638,-0.5486919868555322,1.1087140075164899,0.24636871508379887,1790.0
BTC,0.6,0.4,0.02,0.002,0.0002,-0.08144872128396656,-0.17396145528036763,-0.8694550063756327,-0.15125165820990638,-0.5486919868555322,1.1087140075164899,0.24636871508379887,1790.0
BTC,0.6,0.4,0.03,0.002,0.0002,-0.08144872128396656,-0.17396145528036763,-0.8694550063756327,-0.15125165820990638,-0.5486919868555322,1.1087140075164899,0.24636871508379887,1790.0
BTC,0.65,0.45,0.01,0.002,0.001,-0.047153703719557474,-0.1753100840685148,-0.7855274325017667,-0.13771088023000932,-0.5126713967624319,1.1106530720229175,0.2528497409326425,1930.0
BTC,0.65,0.45,0.02,0.002,0.001,-0.047153703719557474,-0.1753100840685148,-0.7855274325017667,-0.13771088023000932,-0.5126713967624319,1.1106530720229175,0.2528497409326425,1930.0
BTC,0.65,0.45,0.03,0.002,0.001,-0.047153703719557474,-0.1753100840685148,-0.7855274325017667,-0.13771088023000932,-0.5126713967624319,1.1106530720229175,0.2528497409326425,1930.0
BTC,0.6,0.4,0.01,0.002,0.0005,-0.08643765082446338,-0.17769839685536762,-0.8648503015137203,-0.1536825120988694,-0.5549283452692881,1.1070507977878943,0.2441340782122905,1790.0
BTC,0.6,0.4,0.02,0.002,0.0005,-0.08643765082446338,-0.17769839685536762,-0.8648503015137203,-0.1536825120988694,-0.5549283452692881,1.1070507977878943,0.2441340782122905,1790.0
BTC,0.6,0.4,0.03,0.002,0.0005,-0.08643765082446338,-0.17769839685536762,-0.8648503015137203,-0.1536825120988694,-0.5549283452692881,1.1070507977878943,0.2441340782122905,1790.0
BTC,0.6,0.4,0.01,0.002,0.001,-0.09469389554360813,-0.1842028045656291,-0.8568993139825443,-0.15784325686594824,-0.5654438295873259,1.1040811732329596,0.2424581005586592,1790.0
BTC,0.6,0.4,0.02,0.002,0.001,-0.09469389554360813,-0.1842028045656291,-0.8568993139825443,-0.15784325686594824,-0.5654438295873259,1.1040811732329596,0.2424581005586592,1790.0
BTC,0.6,0.4,0.03,0.002,0.001,-0.09469389554360813,-0.1842028045656291,-0.8568993139825443,-0.15784325686594824,-0.5654438295873259,1.1040811732329596,0.2424581005586592,1790.0
BTC,0.65,0.45,0.01,0.002,0.0005,-0.15873743056031642,-0.22936654947358764,-0.8402445903745807,-0.19272400240806564,-0.6460678062181786,1.0897557697259463,0.25181347150259065,1930.0
BTC,0.65,0.45,0.02,0.002,0.0005,-0.15873743056031642,-0.22936654947358764,-0.8402445903745807,-0.19272400240806564,-0.6460678062181786,1.0897557697259463,0.25181347150259065,1930.0
BTC,0.65,0.45,0.03,0.002,0.0005,-0.15873743056031642,-0.22936654947358764,-0.8402445903745807,-0.19272400240806564,-0.6460678062181786,1.0897557697259463,0.25181347150259065,1930.0
BTC,0.6,0.45,0.01,0.002,0.001,-0.15324246343507344,-0.2373805987063807,-0.87257312854558,-0.20713193166924948,-0.6756781837801745,1.097577641391228,0.24591651542649728,2204.0
BTC,0.6,0.45,0.02,0.002,0.001,-0.15324246343507344,-0.2373805987063807,-0.87257312854558,-0.20713193166924948,-0.6756781837801745,1.097577641391228,0.24591651542649728,2204.0
BTC,0.6,0.45,0.03,0.002,0.001,-0.15324246343507344,-0.2373805987063807,-0.87257312854558,-0.20713193166924948,-0.6756781837801745,1.097577641391228,0.24591651542649728,2204.0
BTC,0.65,0.45,0.01,0.002,0.0002,-0.2256266777231436,-0.2574093888873844,-0.8706240011476345,-0.22410679208610207,-0.7080037384414272,1.0789188067885287,0.2523316062176166,1930.0
BTC,0.65,0.45,0.02,0.002,0.0002,-0.2256266777231436,-0.2574093888873844,-0.8706240011476345,-0.22410679208610207,-0.7080037384414272,1.0789188067885287,0.2523316062176166,1930.0
BTC,0.65,0.45,0.03,0.002,0.0002,-0.2256266777231436,-0.2574093888873844,-0.8706240011476345,-0.22410679208610207,-0.7080037384414272,1.0789188067885287,0.2523316062176166,1930.0
BTC,0.6,0.45,0.01,0.002,0.0005,-0.21322755621102835,-0.26282918327519533,-0.8993889183376857,-0.2363856548534553,-0.7297492435188858,1.0910574816290208,0.2454627949183303,2204.0
BTC,0.6,0.45,0.02,0.002,0.0005,-0.21322755621102835,-0.26282918327519533,-0.8993889183376857,-0.2363856548534553,-0.7297492435188858,1.0910574816290208,0.2454627949183303,2204.0
BTC,0.6,0.45,0.03,0.002,0.0005,-0.21322755621102835,-0.26282918327519533,-0.8993889183376857,-0.2363856548534553,-0.7297492435188858,1.0910574816290208,0.2454627949183303,2204.0
BTC,0.6,0.45,0.01,0.002,0.0002,-0.24913971107722505,-0.2777374454881549,-0.9127284142074404,-0.25349885818642903,-0.7578909840382324,1.0876888268001494,0.24637023593466426,2204.0
BTC,0.6,0.45,0.02,0.002,0.0002,-0.24913971107722505,-0.2777374454881549,-0.9127284142074404,-0.25349885818642903,-0.7578909840382324,1.0876888268001494,0.24637023593466426,2204.0
BTC,0.6,0.45,0.03,0.002,0.0002,-0.24913971107722505,-0.2777374454881549,-0.9127284142074404,-0.25349885818642903,-0.7578909840382324,1.0876888268001494,0.24637023593466426,2204.0
BTC,0.55,0.35,0.01,0.002,0.0002,-0.4377943272588476,-0.3237180597946208,-0.9545591204573409,-0.30900802643371017,-0.8335791129660803,1.0679758539278326,0.234508547008547,1872.0
BTC,0.55,0.35,0.02,0.002,0.0002,-0.4377943272588476,-0.3237180597946208,-0.9545591204573409,-0.30900802643371017,-0.8335791129660803,1.0679758539278326,0.234508547008547,1872.0
BTC,0.55,0.35,0.03,0.002,0.0002,-0.4377943272588476,-0.3237180597946208,-0.9545591204573409,-0.30900802643371017,-0.8335791129660803,1.0679758539278326,0.234508547008547,1872.0
BTC,0.55,0.35,0.01,0.002,0.0005,-0.5075047814005232,-0.3504923278754636,-0.9603484926353534,-0.3365947787554575,-0.8634268506649347,1.0595695172857555,0.22863247863247863,1872.0
BTC,0.55,0.35,0.02,0.002,0.0005,-0.5075047814005232,-0.3504923278754636,-0.9603484926353534,-0.3365947787554575,-0.8634268506649347,1.0595695172857555,0.22863247863247863,1872.0
BTC,0.55,0.35,0.03,0.002,0.0005,-0.5075047814005232,-0.3504923278754636,-0.9603484926353534,-0.3365947787554575,-0.8634268506649347,1.0595695172857555,0.22863247863247863,1872.0
BTC,0.55,0.4,0.01,0.002,0.0002,-0.5156292177743811,-0.36966309782627754,-0.9675639731492625,-0.3576726956594576,-0.8832288504246573,1.0666182132627642,0.23829588014981273,2136.0
BTC,0.55,0.4,0.02,0.002,0.0002,-0.5156292177743811,-0.36966309782627754,-0.9675639731492625,-0.3576726956594576,-0.8832288504246573,1.0666182132627642,0.23829588014981273,2136.0
BTC,0.55,0.4,0.03,0.002,0.0002,-0.5156292177743811,-0.36966309782627754,-0.9675639731492625,-0.3576726956594576,-0.8832288504246573,1.0666182132627642,0.23829588014981273,2136.0
BTC,0.55,0.4,0.01,0.002,0.0005,-0.5551483524090877,-0.385011543394478,-0.9691797211177022,-0.37314538025415633,-0.8962565607645933,1.0612155900361637,0.2340823970037453,2136.0
BTC,0.55,0.4,0.02,0.002,0.0005,-0.5551483524090877,-0.385011543394478,-0.9691797211177022,-0.37314538025415633,-0.8962565607645933,1.0612155900361637,0.2340823970037453,2136.0
BTC,0.55,0.4,0.03,0.002,0.0005,-0.5551483524090877,-0.385011543394478,-0.9691797211177022,-0.37314538025415633,-0.8962565607645933,1.0612155900361637,0.2340823970037453,2136.0
BTC,0.55,0.35,0.01,0.002,0.001,-0.6231165051029199,-0.39249493496369503,-0.9687850250234694,-0.3802432153903883,-0.9018325546412167,1.0457072403937484,0.22596153846153846,1872.0
BTC,0.55,0.35,0.02,0.002,0.001,-0.6231165051029199,-0.39249493496369503,-0.9687850250234694,-0.3802432153903883,-0.9018325546412167,1.0457072403937484,0.22596153846153846,1872.0
BTC,0.55,0.35,0.03,0.002,0.001,-0.6231165051029199,-0.39249493496369503,-0.9687850250234694,-0.3802432153903883,-0.9018325546412167,1.0457072403937484,0.22596153846153846,1872.0
BTC,0.55,0.4,0.01,0.002,0.001,-0.6205119405673019,-0.4098067878028351,-0.9717162766650559,-0.39821592599583755,-0.914893491659816,1.0519268825167372,0.23220973782771537,2136.0
BTC,0.55,0.4,0.02,0.002,0.001,-0.6205119405673019,-0.4098067878028351,-0.9717162766650559,-0.39821592599583755,-0.914893491659816,1.0519268825167372,0.23220973782771537,2136.0
BTC,0.55,0.4,0.03,0.002,0.001,-0.6205119405673019,-0.4098067878028351,-0.9717162766650559,-0.39821592599583755,-0.914893491659816,1.0519268825167372,0.23220973782771537,2136.0
BTC,0.55,0.45,0.01,0.002,0.001,-0.6415124427479004,-0.4439971264624922,-0.9762143722020128,-0.4334363760690795,-0.9364825556824928,1.0505460930241377,0.23686274509803923,2550.0
BTC,0.55,0.45,0.02,0.002,0.001,-0.6415124427479004,-0.4439971264624922,-0.9762143722020128,-0.4334363760690795,-0.9364825556824928,1.0505460930241377,0.23686274509803923,2550.0
BTC,0.55,0.45,0.03,0.002,0.001,-0.6415124427479004,-0.4439971264624922,-0.9762143722020128,-0.4334363760690795,-0.9364825556824928,1.0505460930241377,0.23686274509803923,2550.0
BTC,0.55,0.45,0.01,0.002,0.0005,-0.6454600207935268,-0.44414008303594116,-0.9780750924552899,-0.4344023527784783,-0.9370062266708841,1.054699911667115,0.23686274509803923,2550.0
BTC,0.55,0.45,0.02,0.002,0.0005,-0.6454600207935268,-0.44414008303594116,-0.9780750924552899,-0.4344023527784783,-0.9370062266708841,1.054699911667115,0.23686274509803923,2550.0
BTC,0.55,0.45,0.03,0.002,0.0005,-0.6454600207935268,-0.44414008303594116,-0.9780750924552899,-0.4344023527784783,-0.9370062266708841,1.054699911667115,0.23686274509803923,2550.0
BTC,0.55,0.45,0.01,0.002,0.0002,-0.6475563778403091,-0.44432093655389987,-0.9791407187365944,-0.43505272116710225,-0.9373568665013696,1.057108615383495,0.2396078431372549,2550.0
BTC,0.55,0.45,0.02,0.002,0.0002,-0.6475563778403091,-0.44432093655389987,-0.9791407187365944,-0.43505272116710225,-0.9373568665013696,1.057108615383495,0.2396078431372549,2550.0
BTC,0.55,0.45,0.03,0.002,0.0002,-0.6475563778403091,-0.44432093655389987,-0.9791407187365944,-0.43505272116710225,-0.9373568665013696,1.057108615383495,0.2396078431372549,2550.0
